x,y
2233.8,492.2
2223.0,604.0
2226.7,722.3
2241.9,836.7
2282.8,938.6
2346.2,1014.7
2410.7,1075.7
2462.3,1105.2
2516.7,1113.8
2577.5,1099.9
2640.7,1048.0
2708.8,989.7
2765.7,925.6
2817.9,847.7
2856.3,758.0
2872.6,668.9
2876.2,576.2
2283.1,453.1
2329.0,428.6
2389.8,439.3
2444.1,480.4
2488.8,534.7
2621.7,565.3
2673.5,541.7
2735.6,521.8
2796.4,521.2
2827.0,551.2
2564.5,625.1
2552.0,701.4
2541.7,776.1
2532.3,850.5
2453.7,835.4
2484.8,860.5
2520.2,882.4
2560.1,874.7
2594.9,860.5
2358.5,550.3
2397.0,549.8
2439.8,566.7
2473.0,609.7
2430.1,604.6
2382.6,591.9
2612.2,642.3
2660.0,612.8
2703.9,616.1
2738.6,633.9
2702.3,656.4
2655.9,655.6
2395.8,893.9
2441.3,907.7
2482.5,914.5
2511.2,932.1
2548.0,928.2
2578.3,935.6
2615.7,929.5
2566.4,971.1
2531.7,984.4
2494.2,983.2
2462.7,970.9
2427.3,941.7
2407.1,904.2
2480.1,930.1
2509.2,942.9
2546.7,942.0
2594.7,935.8
2543.1,946.4
2506.1,947.6
2476.5,936.6
1134.5,958.6
1125.0,1091.0
1130.6,1233.4
1149.4,1374.6
1182.8,1502.8
1246.9,1624.6
1319.5,1730.1
1408.2,1823.6
1523.6,1857.7
1651.0,1847.0
1789.7,1787.6
1917.3,1693.8
2020.6,1576.7
2083.7,1428.9
2105.6,1255.1
2104.1,1079.7
2098.3,907.2
1135.0,829.9
1179.8,779.4
1243.0,765.9
1313.1,774.0
1382.4,796.7
1555.6,790.6
1657.9,750.8
1760.9,745.0
1861.1,770.5
1940.4,828.5
1471.7,911.9
1459.5,989.9
1446.5,1068.6
1433.6,1153.2
1378.5,1256.2
1420.7,1270.0
1466.1,1281.3
1525.8,1265.5
1584.5,1253.0
1226.6,947.4
1270.4,914.6
1332.5,914.1
1392.7,948.6
1330.0,964.0
1267.7,968.4
1621.2,939.9
1680.2,899.0
1745.8,899.5
1806.5,928.4
1749.4,949.8
1685.1,951.5
1303.6,1432.0
1358.0,1413.8
1426.7,1401.5
1480.0,1413.9
1542.4,1399.8
1647.4,1408.1
1771.8,1417.1
1649.2,1503.6
1541.5,1535.8
1472.6,1541.5
1418.1,1535.8
1355.7,1503.5
1330.6,1440.4
1431.0,1452.0
1484.1,1456.9
1549.6,1447.7
1735.8,1426.7
1535.6,1461.1
1470.5,1465.8
1418.0,1459.0
