x,y
358.5,317.3
358.1,356.8
360.9,396.6
365.7,434.7
375.7,469.7
395.2,498.6
422.2,522.0
457.2,539.3
502.3,544.4
548.7,542.2
588.3,524.5
620.6,502.3
642.0,474.0
653.0,439.6
659.2,405.3
663.5,371.5
664.9,339.0
383.6,248.9
404.2,230.7
431.6,222.8
458.9,224.7
484.1,234.7
555.3,239.3
584.0,233.5
610.7,235.6
633.4,245.7
646.3,265.6
518.8,272.0
517.6,293.8
516.7,315.7
515.8,338.3
481.2,371.0
496.8,375.1
512.0,378.9
528.2,376.1
542.4,372.4
412.3,282.7
429.0,270.5
450.1,270.3
467.1,283.2
448.4,286.7
428.1,287.0
561.0,289.6
579.3,279.2
600.1,281.4
614.6,294.7
599.7,296.9
579.9,294.7
447.3,435.2
469.1,414.2
491.4,406.8
508.2,411.5
527.0,409.0
549.3,420.7
566.5,441.4
547.4,450.7
525.0,454.1
504.8,454.0
486.6,451.6
465.7,445.3
457.4,433.4
490.4,426.1
507.8,427.6
526.8,428.2
556.6,439.7
526.1,431.6
506.6,432.3
489.3,430.4
