x,y
308.3,353.8
310.3,391.0
314.9,428.9
321.1,466.3
333.6,502.1
355.8,533.8
385.3,559.9
421.1,579.0
458.3,581.6
492.1,572.5
517.6,550.4
539.5,522.6
557.2,490.6
567.2,453.3
569.5,414.4
568.1,374.7
563.4,335.2
321.1,325.8
339.1,310.1
362.3,304.5
385.6,304.7
407.7,309.7
466.8,304.0
489.8,294.9
512.0,291.9
534.1,295.2
550.7,309.0
440.8,333.9
443.7,359.9
446.7,386.0
449.9,412.9
414.6,428.4
431.6,433.5
449.1,437.7
465.4,430.6
479.6,423.8
346.7,348.2
361.5,335.6
381.5,334.8
400.0,346.6
381.5,350.7
361.9,352.2
477.3,339.8
494.8,324.5
513.7,322.9
529.1,332.2
516.7,338.2
498.1,340.0
378.6,469.8
405.8,460.7
432.3,456.9
449.5,458.9
468.5,453.4
493.2,453.5
516.5,457.8
496.1,485.7
472.6,498.8
452.1,502.7
433.8,502.7
405.9,494.0
387.4,471.5
432.6,467.4
450.0,467.6
469.3,463.5
508.5,460.9
470.4,482.0
450.7,486.3
432.8,485.9
700.0,105.9
701.7,116.5
704.5,127.1
707.9,137.3
711.9,147.9
717.4,157.8
723.5,166.9
731.1,174.7
741.0,176.6
752.0,173.7
761.9,165.6
769.7,155.7
774.5,145.2
776.4,134.4
776.1,123.6
775.1,112.6
773.6,101.5
700.5,100.2
703.6,95.6
709.4,94.4
715.7,95.5
721.9,98.2
734.2,96.9
740.8,93.0
748.1,91.3
755.6,91.8
761.3,95.6
728.8,105.5
728.7,113.4
728.6,121.2
728.6,129.3
723.9,133.0
727.4,134.9
731.4,136.3
735.9,134.3
740.1,132.1
708.0,107.2
711.3,104.4
716.1,104.3
720.8,107.1
716.5,108.2
711.7,108.5
741.0,105.6
745.0,102.1
749.9,101.7
754.4,103.8
750.7,105.7
745.9,106.1
720.7,146.4
723.7,144.3
728.9,143.3
733.1,144.2
738.0,142.8
745.7,142.9
753.4,144.3
747.7,153.0
741.0,157.3
735.6,158.3
731.0,158.0
725.2,154.7
722.9,146.8
729.6,146.7
733.8,147.0
738.8,146.1
750.9,145.1
740.1,151.6
734.9,152.8
730.6,152.3
