x,y
297.0,379.4
297.6,412.6
300.5,445.6
308.1,478.2
322.6,508.2
343.7,534.4
365.0,556.4
391.2,569.8
421.3,571.6
451.0,566.3
476.9,547.5
501.4,522.7
521.3,491.6
535.8,456.5
545.6,423.8
553.0,394.5
557.4,366.1
316.0,318.6
334.5,298.5
360.0,288.3
385.7,287.8
408.5,294.4
460.8,294.9
484.4,290.6
506.9,292.2
529.6,300.5
546.8,317.8
434.4,329.5
434.3,346.9
434.4,364.3
434.5,382.7
399.3,409.9
415.2,414.2
431.5,418.5
447.1,416.1
461.2,414.3
340.4,349.9
358.0,340.3
377.5,339.9
394.2,346.7
376.1,352.2
356.8,353.3
471.6,347.9
491.0,342.0
509.6,344.3
523.3,352.9
510.0,356.2
491.2,354.3
369.6,467.5
395.0,451.2
417.0,442.4
430.8,446.0
446.0,443.0
465.4,452.4
482.3,468.8
464.2,478.3
445.0,480.3
429.1,480.6
413.6,479.8
392.1,476.9
378.8,467.4
415.3,458.3
429.8,459.6
445.1,458.9
474.5,468.0
444.5,461.1
429.3,461.6
414.5,460.6
481.7,709.2
483.8,761.9
488.9,814.0
497.4,864.1
515.1,910.2
540.1,950.9
571.1,984.7
601.2,1012.4
639.9,1018.6
684.7,1011.4
731.7,991.8
776.3,968.2
812.7,933.2
835.3,886.0
847.9,831.7
857.6,778.5
863.3,725.6
468.3,658.2
492.1,644.7
519.5,647.7
543.8,654.6
566.5,667.4
633.7,670.7
673.5,662.3
711.3,659.8
748.6,663.4
783.3,679.4
602.7,713.0
597.3,742.5
591.4,771.5
586.3,801.4
562.4,826.0
580.3,832.7
599.4,837.6
620.7,830.4
642.4,823.4
505.3,707.1
521.4,692.1
546.8,695.0
568.3,717.4
545.2,721.3
520.2,718.7
669.9,722.5
691.0,701.0
719.4,701.2
746.1,715.9
722.3,725.2
694.2,727.0
557.3,885.2
571.7,869.5
593.6,862.3
612.0,865.4
635.2,860.2
672.1,864.3
712.8,876.9
680.6,904.9
646.0,921.8
621.5,926.4
601.1,926.3
577.9,916.7
568.6,886.1
595.8,875.3
613.9,876.0
637.4,872.1
698.1,878.6
644.4,902.9
620.2,907.2
601.2,905.8
