x,y
832.3,909.2
829.5,1033.2
832.3,1156.7
845.0,1270.2
892.1,1374.5
970.2,1459.8
1051.7,1528.2
1137.3,1581.8
1230.9,1601.4
1321.9,1585.5
1398.5,1518.8
1471.5,1442.6
1536.8,1359.8
1585.2,1266.6
1611.8,1173.7
1621.0,1079.2
1620.8,986.4
951.9,847.7
1023.1,808.9
1101.4,796.3
1179.7,808.9
1251.6,842.1
1404.5,859.0
1463.1,842.1
1519.4,840.4
1574.5,851.9
1606.3,889.9
1338.9,930.0
1341.9,992.8
1346.4,1055.6
1351.5,1121.4
1219.4,1161.8
1269.4,1179.5
1317.7,1198.3
1363.5,1189.4
1401.3,1177.8
1045.1,917.3
1099.5,900.4
1149.6,906.0
1190.9,941.3
1143.4,940.1
1092.9,933.7
1402.9,963.9
1451.4,936.4
1500.6,939.8
1537.2,968.4
1501.1,976.0
1453.6,972.2
1043.5,1245.7
1138.9,1233.1
1237.4,1240.1
1288.9,1258.0
1346.8,1254.0
1410.2,1266.5
1454.0,1289.4
1389.0,1378.9
1317.8,1420.2
1256.0,1422.1
1197.5,1409.3
1108.6,1350.9
1066.7,1255.1
1230.1,1272.7
1283.5,1285.3
1341.1,1285.7
1431.3,1294.7
1327.5,1364.9
1266.8,1368.5
1211.0,1357.7
