x,y
314.3,398.1
318.3,428.6
324.6,458.4
333.9,488.2
348.7,518.5
372.3,546.6
397.9,572.6
423.8,596.7
452.1,605.1
480.3,599.3
506.0,582.5
534.3,559.3
563.4,529.9
583.1,492.5
591.2,450.1
595.4,406.4
596.1,363.5
308.0,363.4
325.7,346.1
349.4,340.5
374.1,338.0
397.5,340.6
452.9,330.5
481.5,318.3
510.2,313.4
540.6,314.3
568.8,326.1
427.9,365.8
429.2,387.7
430.2,410.0
431.5,433.8
402.8,450.9
418.3,455.4
434.9,458.6
451.6,452.5
466.6,447.3
331.1,392.4
347.5,384.1
367.2,380.6
387.9,384.6
367.4,391.2
348.5,394.7
478.6,371.8
501.3,361.2
522.1,359.8
541.9,363.3
524.0,371.1
502.9,373.2
376.3,494.4
397.7,486.5
420.4,481.4
434.2,483.2
450.2,478.7
480.8,481.5
513.1,485.4
484.2,520.9
454.4,535.4
436.6,538.1
420.7,537.4
397.0,524.7
385.1,496.9
419.9,491.1
434.8,491.9
450.5,489.1
505.0,488.5
452.6,516.2
435.9,519.3
420.6,518.8
