x,y
394.1,337.2
401.3,387.2
410.7,440.7
421.4,491.6
441.2,538.4
479.0,572.1
532.0,592.8
594.7,602.8
654.4,601.1
697.1,594.0
721.5,573.2
738.1,549.3
752.1,518.1
758.8,479.5
762.0,438.7
758.9,397.8
750.5,357.6
437.9,269.0
468.8,248.7
504.2,237.3
543.3,231.4
580.6,233.9
651.3,226.3
674.5,217.7
694.0,215.0
714.7,216.6
734.4,227.3
624.7,279.2
637.0,308.5
650.1,337.0
663.7,365.9
612.2,413.3
634.8,413.8
657.1,414.2
674.4,408.0
687.6,400.8
488.2,312.2
513.1,293.5
539.5,289.4
563.5,302.5
542.7,308.5
516.6,313.1
658.3,292.7
675.8,274.0
698.6,272.0
716.6,284.5
705.1,290.7
682.8,293.0
579.5,493.7
614.0,465.9
644.5,450.3
666.1,452.7
685.8,445.5
707.2,455.1
721.1,473.9
709.8,491.3
692.5,504.2
670.3,510.7
648.1,512.8
615.2,509.9
595.3,490.1
644.5,476.3
666.0,474.2
686.8,470.5
712.5,475.8
686.8,471.4
665.3,477.7
644.3,479.9
