x,y
138.5,331.3
142.1,364.9
151.2,400.3
164.8,432.6
182.3,462.6
204.9,488.7
228.3,511.1
251.2,530.3
276.5,534.4
302.4,528.9
328.4,513.0
354.8,490.1
382.0,460.5
401.0,423.5
406.7,380.7
404.6,335.7
400.3,290.3
137.2,307.8
151.7,296.0
170.1,293.3
187.6,291.0
202.4,291.9
245.1,277.5
272.8,263.1
300.3,255.4
329.6,257.1
355.5,267.7
225.1,310.0
227.5,335.8
229.6,361.7
232.2,388.1
213.6,399.4
225.4,404.1
239.7,406.6
256.5,397.2
272.0,388.8
160.8,328.2
171.7,316.3
187.6,313.4
203.6,321.0
188.4,325.6
172.7,329.4
268.3,304.8
280.6,288.3
297.0,284.3
314.2,289.4
301.0,296.9
284.9,301.2
209.4,438.5
221.1,430.4
237.7,425.4
251.2,425.6
268.1,419.2
296.1,415.3
325.7,414.0
305.2,444.7
281.3,462.1
263.0,467.8
247.8,468.6
228.6,460.2
217.3,439.7
239.4,432.9
253.1,432.0
270.4,426.4
319.5,418.0
276.2,447.0
258.7,452.7
244.2,453.0
438.5,493.9
432.0,547.0
432.8,599.8
439.8,653.1
455.7,704.7
479.7,753.1
504.2,793.9
534.5,828.0
574.6,841.1
620.7,841.0
668.4,822.6
713.9,794.1
751.5,755.3
777.0,707.3
789.8,650.5
798.4,590.1
805.7,529.3
459.5,446.9
482.3,426.3
511.1,425.1
538.7,433.8
563.0,448.1
655.2,456.1
682.5,442.2
708.6,440.0
736.1,444.3
759.4,465.2
603.7,497.9
596.3,538.1
588.7,578.3
581.0,619.4
545.1,628.3
563.4,641.2
584.0,652.0
609.3,645.1
633.0,638.7
487.8,497.7
509.7,486.8
535.2,490.5
554.7,507.1
530.5,510.5
505.8,507.2
664.4,517.8
689.3,504.8
715.6,505.9
734.6,520.2
715.6,526.6
690.2,525.3
505.5,668.9
535.8,672.9
566.0,678.7
587.1,685.3
613.5,682.7
653.5,685.1
696.1,689.6
650.3,726.2
607.1,739.4
578.5,739.9
555.3,734.8
527.4,713.7
515.8,675.6
563.2,691.7
585.2,697.0
611.7,695.1
682.9,694.0
609.6,718.3
582.4,718.7
560.0,713.3
