x,y
125.9,60.6
125.9,72.0
126.5,83.4
127.9,94.6
131.7,105.0
138.2,114.3
146.2,122.1
154.9,128.5
165.9,130.8
177.3,129.2
188.0,123.8
197.4,117.4
204.5,109.3
208.6,99.6
210.6,89.0
212.0,78.7
212.8,68.5
130.4,51.6
135.7,46.1
143.3,44.3
151.2,45.6
158.5,49.5
173.6,50.4
182.0,48.1
190.8,48.2
199.0,50.8
204.2,56.7
166.3,59.9
165.5,66.0
164.8,72.0
164.2,78.3
155.0,84.5
159.8,86.0
164.5,87.4
169.5,86.4
174.1,85.3
139.0,60.0
143.9,57.7
149.5,58.1
154.6,61.8
149.1,62.2
143.4,61.8
178.1,63.4
183.9,60.4
189.7,60.9
194.8,63.8
189.7,64.8
183.9,64.5
145.8,97.5
152.1,94.3
159.2,93.2
164.1,94.5
169.8,93.6
178.0,95.6
186.0,99.2
178.0,106.2
169.9,109.2
163.8,109.6
158.5,109.0
151.6,105.5
148.4,97.9
159.4,97.1
164.3,97.7
170.1,97.4
182.8,99.4
170.1,103.6
164.1,104.1
159.1,103.5
317.9,69.5
316.2,83.6
315.4,97.7
315.7,111.5
319.1,124.7
326.8,136.9
338.3,147.8
352.3,157.7
366.4,162.2
378.9,161.8
389.0,156.2
399.1,148.6
408.3,138.7
415.4,126.1
420.5,112.2
424.0,98.0
426.5,83.6
336.9,59.1
347.0,54.4
358.5,54.5
369.9,57.5
379.3,62.7
396.2,64.5
405.6,62.0
414.5,62.1
422.4,65.4
426.9,72.4
386.4,74.9
386.6,83.6
386.8,92.2
387.0,101.2
370.7,106.1
376.7,108.9
382.5,111.3
388.0,110.4
392.9,109.5
347.6,70.5
355.4,68.0
362.9,69.3
368.3,74.9
361.9,74.9
354.4,73.8
397.3,78.9
404.2,74.8
410.8,75.8
415.4,80.1
410.7,81.6
404.1,80.9
352.7,121.9
365.0,119.3
375.4,118.7
380.7,120.8
386.6,120.4
392.7,123.3
396.6,127.8
390.3,135.9
383.5,139.0
377.1,138.8
371.2,137.3
361.8,132.2
356.5,122.7
374.1,123.3
379.6,124.6
385.4,124.9
393.8,127.7
383.9,131.9
377.8,131.7
372.1,130.3
475.6,42.4
474.7,59.5
475.0,76.9
476.9,93.7
482.1,108.7
491.0,121.5
501.8,131.3
513.6,138.3
529.1,140.3
546.0,137.9
561.7,129.9
575.3,119.9
585.4,107.5
592.2,93.2
596.1,78.3
598.9,63.6
600.8,48.6
484.7,26.3
493.2,18.9
504.2,16.6
515.2,18.2
524.9,22.9
542.8,23.6
554.9,20.8
567.3,21.1
579.0,25.4
586.2,34.0
533.1,35.1
531.2,44.8
529.3,54.4
527.7,64.4
515.2,72.9
521.2,75.2
527.5,77.4
534.7,76.2
541.1,74.8
495.6,36.0
502.6,32.2
510.3,32.9
516.4,38.4
509.2,38.8
501.4,38.3
549.7,40.7
557.4,36.0
565.3,36.8
571.7,41.5
565.1,42.8
557.3,42.3
503.4,94.1
511.8,89.3
520.8,87.5
526.7,89.4
534.2,88.5
544.3,91.7
554.4,97.2
543.7,105.1
533.4,108.1
525.5,108.4
518.8,107.3
510.3,103.3
506.8,94.5
520.6,92.8
526.7,93.7
534.2,93.6
550.5,97.3
534.0,100.4
526.3,100.8
520.1,99.8
