x,y
425.2,193.9
425.2,215.1
427.0,235.9
431.3,255.9
439.7,274.2
452.8,290.7
468.0,305.5
485.5,317.9
505.1,321.2
524.3,317.9
541.4,306.9
557.8,293.1
572.3,276.1
582.5,255.8
588.3,233.6
591.9,210.9
593.9,187.9
438.2,171.1
450.1,161.9
466.1,160.3
482.4,163.0
496.3,169.7
521.2,168.6
537.4,161.3
554.0,159.2
570.2,163.0
581.4,173.5
508.2,187.6
507.9,203.4
507.6,219.2
507.4,235.1
487.8,241.5
497.1,245.6
506.8,248.7
516.6,245.5
525.5,242.6
453.8,188.5
464.0,183.3
475.6,184.0
485.4,191.3
475.0,193.0
463.4,192.7
531.5,191.6
542.1,184.1
553.5,184.1
562.8,189.2
554.4,193.2
543.1,193.6
469.9,263.6
484.4,260.8
497.8,259.9
506.8,262.2
517.3,260.1
531.1,261.8
544.1,264.5
531.1,278.8
517.6,285.3
506.5,286.4
496.4,285.0
483.1,278.1
475.3,264.9
497.2,266.5
506.5,267.9
517.1,266.7
539.2,265.5
516.9,274.5
506.2,275.6
496.6,274.1
