x,y
103.4,72.5
101.9,86.6
101.7,101.0
103.4,114.7
108.9,127.2
118.7,137.5
131.0,145.6
144.0,151.6
155.6,153.6
164.2,151.9
169.9,145.1
175.7,137.4
181.3,128.4
186.2,118.2
189.8,107.6
192.0,96.9
193.0,86.0
126.5,62.2
136.5,58.4
147.3,58.5
157.5,61.5
166.0,66.6
179.8,68.6
185.8,66.5
191.6,65.9
196.6,67.6
198.4,72.8
172.1,77.5
173.2,86.1
174.7,94.5
176.1,103.1
159.7,107.9
165.0,109.9
169.9,111.8
174.1,111.2
177.4,109.9
136.4,73.4
143.5,70.8
150.2,71.9
154.4,77.5
149.0,78.0
142.2,76.9
176.9,80.6
182.5,76.5
187.8,77.2
190.3,81.2
187.5,83.2
182.3,82.6
144.1,122.9
155.1,120.6
163.5,119.6
167.2,121.3
171.0,120.4
173.9,123.0
175.1,126.2
172.3,130.9
168.8,132.9
164.8,133.0
160.5,132.2
153.0,129.3
147.4,123.4
162.1,124.1
166.1,124.9
169.7,124.8
173.1,126.3
169.6,126.1
165.8,126.4
161.8,125.7
