x,y
572.5,451.0
573.6,475.3
575.7,500.0
579.2,524.3
587.2,547.0
601.0,567.1
617.8,584.1
638.6,598.0
663.7,601.7
688.7,596.0
709.6,580.4
726.6,561.2
738.2,539.7
743.8,515.8
744.9,491.9
744.8,468.9
743.9,446.3
582.6,429.4
592.4,416.2
607.7,409.8
624.6,409.9
640.4,415.5
672.1,413.6
688.9,406.9
706.1,406.5
721.8,412.1
731.2,424.2
657.6,436.5
657.9,450.2
658.4,464.0
659.0,478.6
639.0,493.7
649.1,496.5
659.3,499.2
669.7,495.7
678.9,492.3
601.5,446.1
611.1,440.6
622.1,440.1
632.8,444.5
622.1,446.7
611.3,447.4
680.5,442.8
691.7,437.3
702.7,437.3
712.1,441.7
703.1,443.9
692.3,444.0
616.1,524.5
631.3,516.9
648.1,514.2
659.4,516.1
672.2,513.4
689.4,514.9
705.2,520.5
690.6,539.6
674.0,547.9
660.2,550.0
648.0,549.4
630.8,542.3
621.6,525.4
648.4,522.2
659.8,522.8
672.7,521.0
699.7,522.1
673.3,536.1
660.0,538.3
648.3,537.7
1056.2,504.7
1058.7,523.2
1062.4,542.2
1067.9,560.8
1078.5,576.7
1095.0,589.4
1115.6,597.6
1138.9,603.1
1159.4,603.4
1175.7,600.1
1185.5,591.9
1194.1,581.0
1200.7,566.4
1204.0,549.2
1204.6,530.7
1203.3,512.2
1200.3,494.1
1085.6,475.2
1096.7,465.9
1110.0,461.4
1124.6,460.6
1137.7,463.4
1162.2,459.5
1171.5,454.1
1180.6,452.9
1189.7,455.8
1196.9,463.5
1152.5,481.4
1156.4,492.6
1160.6,503.5
1164.6,514.9
1144.9,530.0
1153.5,531.3
1161.8,532.2
1168.3,530.0
1173.6,527.5
1103.1,492.6
1112.1,486.8
1121.2,485.9
1129.0,490.3
1122.0,492.8
1113.0,493.8
1166.0,486.3
1172.8,480.1
1180.9,479.2
1187.2,483.5
1182.7,486.2
1175.0,487.1
1126.3,557.9
1142.6,550.7
1154.8,546.9
1162.3,547.9
1169.5,545.8
1177.2,548.0
1182.8,552.7
1178.3,558.5
1171.8,560.9
1164.3,562.1
1156.4,562.2
1143.2,561.5
1131.6,557.5
1154.8,553.6
1162.4,553.4
1169.7,552.0
1179.9,553.2
1169.9,553.3
1162.6,554.6
1155.0,554.9
-1.9,514.2
-2.2,526.8
-1.2,539.5
0.2,551.3
3.1,561.5
8.2,569.5
14.5,574.9
22.1,577.8
32.4,578.3
44.2,577.7
55.8,574.2
66.1,568.5
73.5,560.3
78.1,550.0
81.2,539.0
83.7,528.0
85.3,517.1
1.4,496.2
7.3,490.0
14.9,487.5
22.2,487.8
29.0,490.3
45.8,491.0
54.3,489.3
62.8,489.6
71.0,492.1
76.5,498.2
37.0,500.5
35.4,506.9
33.9,513.3
32.4,519.9
24.4,529.0
28.4,530.0
32.6,531.0
37.5,530.2
42.1,529.3
9.5,504.6
14.4,500.6
20.5,500.7
25.1,504.9
19.6,506.0
13.4,506.1
49.7,506.0
55.5,502.0
61.9,502.6
66.8,506.7
61.8,507.9
55.5,507.4
16.8,548.2
22.1,542.3
27.9,539.4
31.8,540.6
36.4,539.8
43.1,543.2
50.0,548.8
42.5,552.0
35.7,552.9
30.8,553.1
26.4,552.8
20.9,551.5
19.2,547.8
27.8,544.3
31.8,544.6
36.5,544.6
46.8,548.5
36.3,546.9
31.5,547.1
27.4,546.8
1255.0,499.3
1255.8,505.2
1257.2,511.1
1259.1,516.7
1262.0,521.7
1266.2,525.8
1271.5,528.9
1277.5,531.0
1283.4,531.1
1288.6,529.8
1292.4,526.8
1295.8,522.8
1298.5,517.9
1300.1,512.2
1300.6,506.1
1300.6,499.9
1300.1,493.8
1259.3,492.6
1262.2,489.3
1266.6,487.8
1271.3,487.6
1275.5,488.5
1283.0,487.4
1286.8,485.3
1290.6,484.5
1294.5,485.2
1297.4,487.7
1280.0,492.9
1280.8,496.5
1281.6,500.1
1282.5,503.9
1277.1,507.9
1279.8,508.4
1282.4,508.7
1284.6,507.8
1286.6,506.9
1264.6,496.1
1267.2,494.1
1270.4,493.7
1273.3,495.3
1270.7,496.2
1267.5,496.6
1285.6,493.7
1288.0,491.3
1291.0,491.0
1293.5,492.4
1291.6,493.5
1288.7,493.9
1273.0,516.8
1276.9,514.4
1280.4,513.0
1282.8,513.3
1285.2,512.4
1288.3,513.1
1291.1,514.5
1288.9,517.7
1286.1,519.2
1283.5,519.8
1281.0,519.9
1277.1,519.2
1274.5,516.7
1280.5,515.1
1282.9,515.0
1285.3,514.5
1289.8,514.8
1285.5,516.3
1283.0,516.9
1280.6,516.9
785.2,533.3
785.0,538.0
785.2,542.6
785.9,547.1
787.6,551.4
790.6,555.1
794.6,558.2
799.3,560.7
803.7,561.4
807.1,560.8
809.4,558.6
811.6,555.6
813.7,552.1
815.3,548.0
816.4,543.5
817.2,539.0
817.5,534.4
791.5,529.7
794.4,527.8
798.0,527.3
801.6,527.9
804.7,529.2
810.2,529.2
812.7,528.1
815.1,527.8
817.3,528.5
818.5,530.5
807.4,533.0
807.9,536.0
808.4,539.0
808.9,542.0
803.6,544.1
805.6,544.7
807.4,545.3
809.0,544.8
810.3,544.3
795.1,533.1
797.4,532.0
799.8,532.2
801.6,533.7
799.6,534.1
797.3,534.0
810.3,534.0
812.2,532.5
814.3,532.6
815.5,533.8
814.4,534.5
812.4,534.5
798.5,549.8
802.3,548.7
805.3,548.2
806.9,548.7
808.6,548.4
810.2,549.1
811.2,550.2
809.9,552.4
808.3,553.4
806.5,553.5
804.7,553.3
801.8,552.2
799.8,550.0
805.0,549.8
806.7,550.0
808.4,549.9
810.4,550.3
808.2,551.1
806.5,551.3
804.8,551.0
