x,y
598.4,43.9
596.3,80.2
597.0,115.9
602.3,149.9
617.3,181.7
642.0,208.1
672.9,229.3
705.0,242.4
735.3,244.2
756.5,237.1
768.4,216.5
777.9,192.3
788.8,165.9
799.0,137.7
809.1,108.7
815.7,78.0
816.3,46.7
640.5,17.2
660.2,3.4
684.9,-0.6
709.3,4.2
730.8,14.0
770.4,13.8
786.6,4.9
802.4,0.5
818.7,2.3
827.5,14.3
755.1,35.5
759.6,61.3
764.7,86.9
769.6,112.9
728.9,123.8
743.5,129.1
757.7,133.6
768.7,129.2
777.9,123.4
667.2,36.1
683.0,26.9
699.8,27.6
712.7,39.7
698.7,42.2
681.9,42.0
774.7,39.4
788.4,27.4
802.7,27.3
810.8,36.2
803.2,42.0
789.2,41.9
692.0,170.4
718.3,161.7
740.8,157.2
752.9,160.8
764.5,156.7
774.9,161.2
780.3,169.1
772.7,187.2
761.4,196.3
749.2,198.6
735.3,197.3
714.5,189.3
701.3,171.4
738.0,169.6
750.8,170.6
762.3,168.8
775.1,171.0
761.6,176.5
749.7,178.8
736.8,177.4
