x,y
425.2,157.4
430.6,179.6
439.7,201.2
451.6,222.2
465.7,243.4
483.0,263.9
502.5,283.0
523.3,298.5
545.0,300.3
566.3,292.2
585.4,276.1
602.3,258.1
616.6,237.3
622.9,214.3
624.0,187.4
622.8,159.0
620.1,130.4
414.3,132.5
422.2,123.3
435.2,121.5
448.9,122.5
462.6,125.9
507.6,115.5
529.1,101.7
551.0,93.5
573.5,91.9
594.1,97.7
487.4,139.6
488.4,158.5
488.9,177.7
489.7,197.4
482.4,210.0
492.2,212.3
502.3,213.3
513.5,206.9
524.8,200.0
436.4,150.5
443.9,140.8
457.6,138.0
472.1,144.8
460.1,150.8
446.9,153.9
527.7,133.4
539.7,119.8
555.5,116.5
570.4,120.9
559.1,129.2
543.8,132.6
484.9,243.2
491.2,239.4
501.7,235.1
511.8,235.0
521.8,230.1
543.8,227.5
567.6,225.1
551.2,243.8
533.6,254.8
521.9,258.9
511.3,260.3
498.5,255.8
490.6,243.7
505.2,242.8
515.1,241.6
525.7,237.5
560.1,228.1
528.0,241.4
517.1,245.3
507.0,246.1
