x,y
105.2,239.7
105.3,292.6
108.5,344.0
116.4,392.7
137.2,436.1
167.0,472.6
201.2,501.4
239.3,520.7
276.7,526.1
311.4,516.7
337.3,486.7
358.6,448.3
372.7,406.4
381.2,365.1
386.9,328.5
391.4,293.2
392.2,257.5
165.5,208.6
190.6,188.1
221.4,182.2
251.5,188.3
279.5,202.2
338.1,207.0
356.7,199.0
374.6,199.0
391.0,203.4
398.3,219.1
309.7,231.0
311.2,258.9
313.0,287.0
314.6,316.3
269.6,328.3
285.9,336.0
301.2,344.3
314.9,340.1
325.3,335.1
209.0,234.8
227.5,228.7
244.3,230.4
257.8,238.9
242.3,240.5
226.1,238.4
329.1,247.4
348.2,242.6
365.1,244.1
375.4,253.1
363.6,255.0
347.8,252.4
202.7,371.6
235.7,360.7
270.4,362.3
289.6,368.0
309.7,366.2
329.7,371.4
340.2,384.5
322.8,423.9
300.5,440.1
278.8,442.1
257.2,438.0
226.8,416.6
210.0,374.6
268.3,372.9
287.6,376.9
307.6,376.1
331.9,387.6
302.0,419.3
281.3,422.1
260.9,418.4
