x,y
131.5,646.3
131.7,652.6
132.4,659.0
133.5,665.1
136.0,670.7
140.4,675.6
146.1,679.6
152.9,682.6
159.2,683.4
164.1,682.5
167.5,679.5
170.6,675.7
173.4,670.9
175.4,665.1
176.7,658.9
177.4,652.5
177.5,646.1
139.0,640.2
142.9,637.2
147.9,636.3
153.1,636.8
157.6,638.4
165.4,638.2
169.0,636.5
172.5,636.0
175.9,637.0
178.0,639.8
161.6,643.6
162.4,647.6
163.3,651.6
164.1,655.7
157.1,659.2
159.9,659.9
162.5,660.6
164.7,659.9
166.7,659.2
144.3,644.7
147.5,643.0
150.9,643.1
153.6,645.2
150.8,645.8
147.5,645.8
166.2,645.0
168.9,642.8
171.8,642.8
173.9,644.5
172.2,645.6
169.3,645.6
150.7,667.7
155.8,665.9
159.9,664.9
162.2,665.5
164.6,664.9
167.1,665.9
168.9,667.5
167.0,670.4
164.6,671.7
162.0,671.9
159.5,671.7
155.4,670.6
152.5,667.8
159.6,667.1
162.0,667.3
164.4,667.1
167.8,667.7
164.3,668.5
161.9,668.8
159.4,668.6
