x,y
416.4,207.2
420.0,231.3
426.0,253.5
437.6,273.8
453.8,294.0
476.3,314.2
500.9,334.9
527.7,354.8
555.8,356.9
580.5,344.8
599.8,322.3
617.6,298.0
635.1,271.1
645.8,240.5
647.5,208.5
645.8,175.4
642.8,144.0
415.3,167.4
428.2,159.2
444.8,158.1
462.3,159.3
478.0,164.6
521.3,154.0
541.5,139.3
561.7,129.5
583.6,125.0
605.0,126.5
504.2,185.3
508.5,208.0
512.6,230.9
517.0,253.9
492.7,256.7
507.1,261.9
522.9,264.6
536.7,254.2
549.3,245.0
437.7,195.5
450.1,191.9
462.7,189.4
477.4,189.4
463.6,193.8
451.7,196.4
543.8,177.5
559.2,170.1
572.4,167.4
586.4,165.4
573.6,171.8
560.4,175.1
477.1,272.8
494.9,273.2
514.8,273.5
528.2,273.8
543.2,267.9
567.7,260.0
592.2,250.9
577.3,286.7
557.2,307.7
540.9,314.1
525.8,315.2
502.1,303.5
485.2,275.3
516.5,279.9
530.3,279.4
545.2,274.4
587.2,254.9
551.7,292.7
536.1,298.5
521.7,299.2
