x,y
211.5,86.9
213.5,100.3
216.6,113.5
221.0,126.2
228.8,137.9
240.4,147.6
253.9,155.3
268.5,161.8
281.4,161.7
291.3,156.3
297.7,145.4
303.8,134.4
309.5,123.1
313.4,111.6
314.9,99.6
314.7,86.9
313.5,74.2
230.4,83.8
238.7,78.3
248.8,76.2
259.3,76.6
269.2,79.1
289.0,74.6
295.5,69.1
302.0,65.6
308.4,63.9
312.9,66.1
280.7,87.7
282.9,96.6
285.3,105.6
287.7,114.7
272.7,119.7
279.0,120.9
285.1,121.8
289.9,119.0
293.8,115.9
243.3,92.3
249.9,88.8
256.7,87.8
262.7,90.9
257.0,93.2
250.1,94.1
289.6,85.2
294.5,79.7
300.6,78.1
305.4,79.5
301.8,83.2
296.0,84.9
257.1,132.4
268.8,130.4
278.9,128.9
284.1,129.2
289.4,126.7
295.1,125.0
298.9,123.6
295.3,134.8
290.4,141.6
284.7,143.8
279.0,144.4
268.6,141.2
260.5,132.5
278.7,132.5
284.1,132.1
289.3,130.0
296.5,125.3
289.4,135.3
284.0,137.7
278.5,138.1
472.8,80.7
472.9,93.3
473.8,105.8
475.9,117.9
480.9,129.2
489.1,139.5
499.0,148.8
510.2,156.9
522.0,158.8
532.9,155.5
541.7,146.6
549.8,136.9
556.7,126.6
561.6,115.6
564.4,104.3
565.8,92.4
566.3,80.2
485.3,76.3
492.7,72.3
501.5,71.7
510.3,73.5
518.2,77.0
537.1,76.2
544.6,72.5
551.8,70.7
558.7,71.0
563.4,74.6
527.7,86.2
528.1,95.4
528.5,104.6
528.9,113.9
515.8,115.1
521.4,117.7
527.0,119.8
532.3,117.5
536.8,115.1
495.3,85.5
501.3,83.3
507.5,83.5
512.7,87.0
507.1,87.9
501.0,87.7
538.2,86.6
544.0,82.9
549.9,82.5
554.5,84.8
550.3,86.9
544.5,87.3
500.5,122.6
510.7,122.9
520.2,123.9
525.8,125.1
532.0,123.7
539.2,122.9
545.0,122.3
538.5,133.2
531.4,139.0
524.7,140.1
518.6,139.4
509.3,134.0
503.5,123.6
519.8,126.9
525.5,127.7
531.7,126.6
542.5,123.5
531.3,133.0
524.8,134.3
518.9,133.5
-4.2,258.8
-3.2,271.6
-1.3,284.6
1.6,296.9
7.3,308.2
16.6,317.6
28.2,324.9
42.2,330.7
55.0,331.3
65.1,327.7
71.9,319.5
78.0,309.7
83.3,298.7
86.8,286.5
88.5,273.8
88.5,261.2
87.5,248.6
11.9,246.4
20.1,241.7
29.1,240.3
38.1,240.8
46.1,243.1
62.4,240.5
68.7,236.4
74.9,234.2
81.1,233.8
86.0,236.9
55.6,251.7
57.6,260.0
59.7,268.2
61.9,276.6
48.5,282.9
54.2,284.3
59.6,285.2
64.0,283.1
67.5,280.8
22.5,256.0
28.5,252.4
34.8,251.9
40.0,255.4
34.9,256.9
28.6,257.4
64.2,252.1
68.9,247.3
74.4,246.4
78.7,248.7
75.5,251.2
70.2,252.2
34.2,298.5
44.8,294.6
54.1,292.6
59.0,293.2
63.8,291.4
69.1,291.7
72.7,293.4
69.3,302.7
64.5,307.4
59.2,308.8
53.8,308.9
44.4,306.2
37.5,298.6
53.8,296.5
58.8,296.4
63.6,295.2
70.5,294.4
63.5,301.3
58.5,302.8
53.4,302.9
