x,y
99.5,38.0
99.7,52.3
101.7,66.7
104.7,80.7
110.6,94.5
119.7,106.8
131.4,117.6
145.8,126.0
159.7,127.7
170.3,124.2
176.8,114.2
182.1,102.1
187.0,89.4
190.8,76.4
193.9,63.1
196.4,49.6
197.0,35.4
116.7,36.1
125.6,30.8
136.7,29.7
147.6,31.6
157.1,35.2
172.0,33.4
179.7,28.5
187.1,25.4
194.1,25.0
197.9,29.1
165.2,42.6
167.2,53.5
169.3,64.4
171.4,75.6
155.5,79.1
161.6,81.4
167.6,83.1
172.4,80.8
176.3,77.7
129.1,43.5
135.4,39.9
142.5,39.8
148.3,44.0
142.5,45.7
135.3,46.3
173.6,41.7
179.4,36.3
185.5,35.7
189.6,38.4
186.1,41.7
180.0,42.3
143.5,96.6
153.7,94.7
161.2,93.1
166.0,94.2
171.1,92.3
175.8,92.8
179.2,93.5
176.1,100.1
171.5,103.4
166.1,104.6
160.8,104.3
153.2,102.3
147.6,97.1
160.6,97.0
165.7,97.3
170.7,96.0
176.9,94.6
171.0,96.6
165.9,98.0
160.8,97.6
