x,y
276.1,129.3
273.0,149.9
271.4,171.3
272.5,192.2
278.2,210.8
288.8,226.7
301.7,239.0
317.2,247.4
336.3,249.5
356.7,246.6
374.6,235.6
389.9,221.4
400.3,204.8
407.7,186.9
412.4,169.6
415.7,152.6
417.7,135.3
296.7,109.1
308.7,101.6
322.8,100.0
336.1,103.1
346.7,109.8
361.1,110.2
374.3,106.6
387.7,107.2
399.8,112.9
406.0,123.6
351.8,125.2
349.6,138.2
347.7,151.3
345.9,164.6
328.3,171.9
335.3,175.6
342.8,179.1
351.1,178.0
358.2,176.3
307.7,124.5
316.2,120.9
324.8,122.4
330.7,128.5
323.1,128.9
314.4,127.8
367.2,132.4
376.0,128.1
384.2,129.2
389.9,134.4
383.6,136.0
375.6,135.0
309.8,194.4
322.5,191.0
333.4,190.5
340.5,193.3
349.4,192.6
358.9,195.6
367.6,200.6
356.6,208.1
346.3,210.4
337.2,210.2
329.2,208.4
319.2,204.0
313.6,195.3
332.3,196.4
339.6,198.1
348.5,198.2
363.8,200.8
347.5,202.2
338.5,202.3
331.0,200.6
