x,y
375.0,225.1
379.2,244.6
385.6,263.9
392.4,282.7
401.0,301.2
411.1,318.5
421.7,333.7
433.2,346.7
449.6,349.8
469.9,344.0
490.4,330.5
508.0,315.2
520.2,297.9
524.1,278.5
522.9,258.3
521.2,237.5
517.9,217.1
367.7,212.8
374.7,207.2
384.9,207.3
394.8,210.3
404.2,214.8
432.8,213.2
446.6,207.6
460.0,204.1
473.5,204.0
485.9,209.2
419.4,230.2
418.7,242.3
417.8,254.4
417.1,266.9
410.5,275.6
417.1,277.8
423.7,279.4
430.3,277.2
436.7,274.8
382.7,229.1
388.2,224.9
397.2,224.8
405.3,230.9
397.4,233.3
389.0,232.9
446.4,229.0
452.9,222.7
463.4,222.1
473.4,225.4
465.1,229.8
455.0,230.9
410.5,302.2
410.5,294.2
416.6,290.2
423.0,292.1
430.5,289.6
444.5,292.8
458.7,300.0
450.1,312.3
439.4,318.7
431.4,320.0
424.0,319.4
416.1,314.3
414.2,301.9
419.4,298.7
425.7,299.0
433.3,298.2
453.2,300.3
436.8,306.5
429.0,307.7
422.4,307.1
