x,y
731.5,314.7
731.1,346.0
732.5,377.8
734.5,408.4
742.3,435.7
757.2,458.7
776.8,476.2
800.2,487.4
828.0,489.9
856.2,485.1
880.3,469.3
899.3,448.5
911.6,424.7
918.6,398.6
922.4,372.6
924.3,347.0
924.0,321.1
749.4,292.3
763.5,278.2
782.9,273.1
802.4,275.7
820.4,284.1
851.3,286.2
868.5,280.5
886.3,280.5
903.7,286.2
913.5,299.9
837.7,302.1
836.6,321.0
835.9,339.9
835.3,359.6
809.7,372.1
820.7,376.2
832.2,380.5
844.1,377.6
854.4,374.2
774.2,303.8
786.0,296.5
799.2,298.0
809.9,308.3
797.7,308.4
784.2,307.6
857.5,311.8
870.8,302.6
883.4,303.2
892.9,311.9
883.5,314.2
871.1,313.4
777.7,400.8
798.0,397.6
817.7,397.4
829.7,400.8
844.1,398.9
860.6,401.0
876.9,405.1
858.9,421.1
841.7,427.1
826.6,428.0
813.4,426.4
794.4,418.8
783.1,402.7
817.1,404.5
829.3,406.5
844.0,405.5
870.8,406.9
842.8,414.8
828.1,416.1
815.6,414.5
