x,y
241.8,184.9
242.3,190.5
243.2,196.0
244.5,201.4
247.1,206.2
251.1,210.1
256.3,213.2
262.2,215.2
267.6,215.6
271.7,214.6
274.4,212.0
276.8,208.6
278.9,204.3
280.2,199.2
281.0,193.9
281.2,188.5
281.0,183.1
248.4,179.3
251.7,176.5
255.9,175.5
260.3,175.6
264.2,176.7
270.5,176.3
273.5,174.8
276.4,174.4
279.3,175.3
281.1,177.8
267.8,180.6
268.7,184.0
269.7,187.3
270.6,190.7
264.6,193.9
267.1,194.5
269.4,195.0
271.3,194.3
272.9,193.6
253.4,182.4
255.9,180.9
258.7,180.8
261.1,182.4
258.8,182.9
256.0,183.1
271.5,181.9
273.7,180.0
276.1,180.0
277.9,181.3
276.5,182.1
274.1,182.2
259.2,201.5
263.6,199.7
267.1,198.7
269.2,199.1
271.3,198.6
273.4,199.3
275.0,200.8
273.6,203.3
271.6,204.3
269.4,204.6
267.1,204.6
263.5,203.8
260.6,201.5
267.0,200.5
269.1,200.6
271.2,200.3
274.1,200.9
271.2,201.8
269.1,202.1
266.9,202.0
427.3,182.8
428.2,189.1
429.6,195.4
431.7,201.4
434.7,206.8
438.9,211.4
443.6,215.0
448.5,217.7
454.5,217.8
460.7,215.9
466.5,212.2
471.7,207.5
475.7,201.8
477.9,195.1
478.3,188.0
478.1,181.0
477.6,174.0
427.6,175.8
429.9,172.1
433.6,170.4
437.8,170.0
441.7,170.9
450.0,169.1
454.7,166.5
459.8,165.4
465.0,165.9
469.3,168.4
446.6,175.0
446.7,178.9
446.8,182.9
447.0,187.0
443.1,191.0
445.7,191.5
448.5,191.8
451.4,190.4
454.1,189.2
432.7,179.0
435.1,176.8
438.3,176.3
441.4,177.7
438.4,178.6
435.3,179.2
454.6,175.3
457.5,172.7
460.8,172.2
464.0,173.2
461.3,174.4
458.0,175.0
440.6,200.0
443.1,197.3
446.7,195.7
449.4,195.8
452.7,194.6
457.9,194.8
463.2,196.0
459.3,201.3
454.7,204.0
451.2,205.0
448.1,205.2
444.2,204.0
442.1,200.0
447.1,197.8
449.8,197.6
453.2,196.7
461.7,196.5
454.1,200.9
450.7,201.8
447.8,202.0
89.4,192.0
89.6,198.9
90.2,205.7
91.5,212.3
94.2,218.3
98.8,223.8
104.7,228.5
111.4,232.4
118.1,233.5
124.2,232.1
129.1,228.3
133.7,223.8
137.7,218.4
140.4,212.1
141.8,205.3
142.5,198.4
142.7,191.5
96.0,187.1
100.0,184.2
105.1,183.5
110.3,184.2
115.0,186.0
124.0,185.7
128.5,183.7
133.0,183.0
137.3,183.9
140.2,186.6
119.7,191.5
120.0,196.0
120.4,200.4
120.8,204.9
113.9,207.6
116.9,208.6
120.0,209.4
122.8,208.5
125.3,207.5
101.7,191.9
105.0,190.4
108.6,190.5
111.6,192.6
108.4,193.1
104.9,193.0
125.8,192.4
128.9,190.1
132.3,190.0
135.0,191.5
132.6,192.7
129.3,192.8
106.7,214.7
111.9,213.3
116.8,212.8
119.7,213.5
123.0,212.8
126.8,213.3
130.0,214.4
126.7,219.2
123.0,221.5
119.5,222.0
116.3,221.7
111.4,219.6
108.4,214.9
116.6,215.0
119.6,215.3
122.9,214.8
128.6,214.7
122.8,218.2
119.4,218.7
116.3,218.4
497.9,226.2
498.5,235.9
499.9,245.7
501.9,254.9
505.5,263.1
511.1,269.7
517.5,274.6
524.5,277.8
533.2,278.3
542.2,276.7
550.5,272.3
557.7,266.4
563.1,259.1
566.3,250.4
567.9,241.2
568.8,232.2
569.1,223.2
501.8,215.6
506.2,210.5
512.4,208.5
518.8,208.6
524.7,210.5
536.3,209.9
543.0,207.6
549.9,207.2
556.7,208.9
561.4,213.5
530.9,217.4
530.6,222.9
530.3,228.2
530.1,233.9
523.2,239.9
526.8,240.8
530.6,241.6
534.6,240.5
538.2,239.4
509.1,220.8
512.9,218.1
517.6,217.9
521.6,220.6
517.3,221.5
512.7,221.8
540.7,220.0
545.0,216.9
549.7,216.9
553.7,219.2
550.0,220.4
545.4,220.5
517.4,253.4
522.2,249.7
527.3,247.9
530.8,248.6
534.9,247.7
540.7,249.2
546.5,252.1
541.0,256.6
535.5,258.5
531.1,259.1
527.1,258.9
522.1,257.5
519.5,253.4
527.4,251.1
531.0,251.2
535.2,250.7
544.2,252.3
535.3,254.1
531.0,254.6
527.4,254.5
