x,y
366.9,395.0
354.4,454.7
348.5,516.7
352.4,582.5
360.6,639.0
381.9,688.0
423.7,714.4
495.2,733.6
590.2,738.8
686.2,734.3
768.8,716.8
826.5,682.5
857.5,630.3
863.4,564.8
855.5,491.5
849.5,419.5
845.9,354.0
419.7,254.2
441.1,220.9
472.2,201.2
508.6,197.6
540.9,210.0
643.0,191.7
686.9,169.6
730.7,174.4
763.5,198.1
780.3,232.8
584.7,289.4
581.1,326.4
577.5,362.3
572.9,400.3
533.5,460.4
558.8,468.0
582.2,473.1
608.0,466.2
632.9,460.9
454.9,332.7
477.5,311.4
505.6,309.4
532.0,323.1
507.2,331.2
480.2,333.4
653.5,311.9
677.3,294.4
706.8,292.4
730.8,308.3
709.2,312.9
681.9,314.9
477.1,572.3
510.3,528.6
550.0,513.4
579.2,516.2
609.3,509.3
659.1,519.7
705.6,552.4
661.9,584.0
615.1,594.1
580.8,596.6
550.5,597.5
510.3,592.7
493.1,570.0
551.5,545.3
580.2,542.8
610.7,538.5
688.4,553.1
611.1,565.9
579.1,567.2
549.5,567.1
