x,y
269.4,169.3
262.8,194.5
257.9,223.3
256.6,257.0
261.2,295.4
275.9,332.4
297.4,362.9
330.7,383.9
372.3,390.6
415.8,384.9
455.8,368.7
490.5,343.4
514.2,311.5
527.5,274.2
531.0,237.0
533.7,199.5
537.0,162.9
286.5,142.0
299.3,117.7
321.7,104.5
347.9,104.1
370.8,112.6
422.8,97.9
447.7,79.8
473.9,77.2
499.8,88.6
517.0,111.9
394.2,137.5
393.6,152.4
392.4,168.5
390.6,186.1
360.0,217.2
375.0,221.8
389.7,224.9
405.8,222.9
420.6,222.1
310.3,169.4
327.4,161.9
344.5,161.1
361.7,163.1
343.9,167.1
327.2,168.7
432.0,154.3
452.4,147.3
470.2,145.3
485.3,149.4
471.8,154.5
453.8,156.1
311.2,261.4
339.5,249.4
366.7,244.1
382.8,247.8
402.3,245.0
431.8,250.7
464.9,263.7
428.2,278.4
396.8,279.3
375.8,279.6
358.5,278.7
332.6,274.2
320.2,262.6
363.6,257.8
380.8,259.8
400.2,258.7
456.2,264.8
397.3,266.6
377.2,266.9
359.8,266.3
