x,y
222.8,121.8
222.9,145.6
224.1,169.2
229.0,191.2
240.3,209.9
260.2,223.9
284.6,233.0
310.3,240.1
333.8,243.8
351.6,244.7
363.6,238.5
374.3,229.4
383.2,214.3
389.0,194.6
391.7,175.5
391.9,158.6
390.4,141.9
256.9,85.2
269.8,75.4
286.5,70.7
304.5,71.5
320.9,77.3
355.2,84.2
366.3,84.3
376.9,87.6
387.2,93.3
393.4,103.8
339.8,105.9
343.2,115.5
347.1,124.7
351.0,134.6
325.8,155.1
334.6,157.7
343.1,160.1
350.9,159.8
357.5,159.0
273.9,108.8
285.5,102.4
298.0,103.6
307.6,112.1
297.2,114.2
284.8,113.1
354.8,120.9
364.3,115.7
375.1,118.5
381.4,127.4
375.8,128.4
365.2,126.2
303.1,189.4
321.2,178.5
335.7,173.8
343.8,177.2
351.1,176.8
359.5,185.7
363.9,199.0
358.4,203.0
350.5,202.6
342.8,201.3
334.1,199.6
319.8,196.3
309.0,189.2
334.6,185.3
342.8,186.9
350.3,188.0
360.2,197.1
350.2,190.6
342.8,189.4
334.5,187.9
