x,y
158.7,336.4
160.1,355.2
164.0,373.7
171.0,392.0
181.6,409.0
197.3,424.0
215.7,436.1
235.1,446.1
254.4,447.2
272.2,441.6
288.6,430.7
305.0,418.2
318.9,402.1
327.8,382.7
331.0,360.4
331.5,337.4
330.9,314.4
166.9,320.6
174.8,309.0
187.5,304.3
202.0,304.0
215.3,307.9
239.2,302.0
253.9,292.5
270.5,288.0
287.5,289.7
301.0,298.4
229.4,326.8
230.5,338.8
231.5,350.8
232.4,363.2
221.5,376.8
229.3,377.8
236.7,378.5
244.2,375.7
251.3,373.1
183.6,336.7
191.3,330.2
202.0,329.1
211.4,335.1
202.8,338.8
192.1,340.0
254.5,327.9
262.4,318.4
273.7,316.2
284.2,320.0
276.7,326.0
265.5,328.6
214.4,402.6
223.1,396.9
232.2,392.9
238.3,393.8
244.7,391.4
258.4,392.6
273.9,394.7
261.7,408.8
249.9,414.8
242.7,416.2
235.9,416.4
225.6,412.7
219.4,402.2
233.2,399.8
239.4,399.6
245.9,398.1
268.9,395.8
247.6,406.1
240.8,407.5
234.3,407.6
