x,y
99.1,135.5
98.5,152.3
99.3,169.7
101.3,186.5
106.1,202.6
114.0,217.2
122.7,230.4
132.7,241.1
147.2,244.7
163.5,242.4
179.0,232.9
191.9,220.5
201.8,206.2
208.4,190.2
211.2,173.4
212.4,156.6
213.0,139.6
104.7,127.8
111.1,120.3
120.9,118.1
131.0,119.8
139.9,124.5
157.1,124.6
167.8,120.4
179.3,119.9
190.5,123.2
197.8,131.0
148.6,134.8
147.1,146.5
145.8,158.1
144.6,170.1
132.6,173.4
138.5,176.9
145.2,180.0
153.4,177.4
160.7,174.9
115.2,135.7
121.6,132.7
128.4,133.2
134.8,137.3
127.8,137.3
120.9,137.2
164.2,138.5
171.7,134.7
178.4,135.0
184.4,138.4
178.4,139.3
171.7,139.0
120.0,186.9
128.5,185.8
138.7,186.6
146.1,188.7
155.7,187.5
168.0,187.8
180.4,189.6
167.9,202.8
155.2,208.6
145.0,209.5
136.9,208.0
127.1,201.3
123.2,188.4
138.6,190.4
146.0,191.9
155.8,191.0
176.9,190.9
155.8,201.3
145.8,202.4
138.1,200.9
