x,y
127.9,178.3
130.8,195.0
135.6,211.3
141.7,227.2
148.7,243.2
158.5,257.7
169.5,269.9
181.7,279.7
197.4,281.1
215.0,276.4
232.2,265.2
247.5,251.7
259.6,235.6
266.2,217.1
267.3,197.1
265.6,177.1
263.5,156.9
126.3,163.9
130.2,155.5
139.5,152.1
149.7,152.0
159.5,154.2
181.9,149.5
193.8,142.8
206.2,139.0
219.3,138.6
231.5,143.2
172.7,165.6
173.2,179.2
173.6,192.8
174.1,206.7
166.7,214.0
172.8,216.4
179.9,217.8
187.8,213.6
195.0,209.4
139.2,173.5
144.3,168.6
151.9,167.3
159.8,170.5
152.7,173.3
145.2,174.8
196.4,163.8
202.8,157.6
211.0,156.3
219.3,158.6
212.5,162.2
204.6,163.7
164.7,236.8
171.4,233.9
179.1,231.8
185.5,232.3
193.1,229.3
204.9,228.1
218.7,227.2
207.1,237.0
196.1,242.5
187.8,244.9
181.1,245.3
173.0,243.7
168.2,237.2
180.0,236.3
186.5,236.1
194.3,233.7
214.6,228.9
194.2,234.9
186.4,237.3
180.0,237.5
