x,y
111.4,300.3
111.3,336.7
114.4,373.4
119.3,410.2
129.9,447.1
147.3,481.6
168.4,512.3
196.9,538.2
232.7,546.8
269.6,539.9
300.8,513.5
327.1,480.1
344.9,445.8
356.1,411.7
364.2,380.2
371.0,349.4
373.9,317.0
143.0,286.6
164.0,277.3
188.0,275.4
211.3,280.6
233.5,288.8
281.4,291.9
304.7,287.7
325.7,287.6
345.7,292.7
358.4,305.1
257.9,318.7
257.1,344.2
256.5,369.7
256.0,395.9
223.2,408.1
236.3,414.8
249.7,420.4
263.6,417.8
275.6,413.4
169.0,314.6
184.2,306.9
202.7,308.6
216.0,320.6
200.1,324.3
181.8,323.1
287.5,324.0
303.7,315.4
320.8,317.7
332.2,326.7
319.9,332.5
303.2,330.6
193.3,457.9
214.1,450.0
233.2,446.6
245.3,451.5
259.0,448.7
274.5,454.4
286.5,463.7
271.7,478.6
255.0,483.9
240.8,484.6
227.1,481.8
210.0,474.2
201.5,459.3
231.3,459.9
243.9,462.2
257.8,461.6
278.8,464.4
256.8,464.1
243.1,465.2
230.6,462.5
