x,y
62.8,307.9
62.5,352.4
67.1,396.3
74.6,438.5
88.5,479.3
110.2,516.6
139.1,549.9
172.5,576.0
212.5,585.0
250.9,579.8
282.8,557.1
308.0,527.7
329.0,493.7
343.1,456.9
352.5,418.6
360.4,377.4
364.5,332.8
90.7,307.6
110.0,297.3
135.3,297.4
159.7,304.9
184.2,314.6
258.1,315.1
283.5,307.2
306.6,301.8
329.7,302.3
347.0,312.7
221.3,337.4
220.4,372.7
219.4,408.3
218.3,444.0
183.1,441.2
199.5,451.7
217.6,460.0
235.9,452.3
252.1,443.4
123.8,330.2
141.1,323.8
160.6,324.5
178.3,334.8
160.1,337.3
140.8,337.2
263.3,337.9
282.3,328.5
301.5,329.2
317.0,336.3
302.0,341.9
283.3,341.0
155.7,481.4
179.1,480.7
201.0,480.8
218.5,485.6
239.0,481.5
259.8,482.2
279.3,484.4
261.1,502.7
241.2,513.4
219.5,516.2
200.7,513.4
179.0,503.8
165.4,484.8
200.5,491.4
218.4,494.2
239.2,491.6
270.2,487.7
240.0,492.2
219.1,494.9
201.3,491.7
