x,y
89.9,172.5
90.0,199.4
91.2,226.7
95.2,253.3
107.0,279.8
126.5,303.5
150.0,323.8
176.4,340.5
204.8,344.8
230.5,337.8
250.4,318.6
267.3,297.7
281.0,275.3
290.4,251.9
295.9,228.4
299.0,205.0
300.0,180.8
119.8,158.9
137.4,150.8
158.1,148.7
178.3,152.4
197.3,159.3
234.2,158.6
252.1,152.5
268.5,150.0
284.3,152.3
293.8,160.8
216.9,174.9
218.2,194.2
219.7,213.6
221.2,233.4
190.4,239.8
203.0,245.3
215.8,249.8
227.6,245.4
237.6,240.1
144.5,174.4
156.7,170.3
168.8,169.8
179.4,174.4
168.6,176.5
156.8,176.8
240.0,174.8
251.7,170.0
262.9,170.7
272.1,174.9
262.7,176.9
252.0,176.3
159.9,268.0
182.6,267.2
201.2,267.6
212.8,270.2
225.9,267.3
239.5,266.8
251.3,267.4
238.9,279.8
225.5,286.8
212.1,289.1
199.5,287.8
181.0,281.8
166.7,269.8
200.4,274.6
212.3,276.0
225.4,273.8
246.1,269.3
225.7,274.4
212.4,276.9
200.4,275.8
