x,y
131.5,179.6
131.0,197.1
132.2,215.1
134.6,232.3
140.0,248.1
149.9,261.3
163.5,270.4
179.7,276.3
196.9,278.0
213.1,276.8
226.7,271.3
238.2,262.9
246.9,251.1
252.2,236.3
255.3,219.9
257.3,202.9
257.9,186.0
146.9,164.8
155.8,157.5
166.9,155.2
178.1,156.4
188.4,159.7
211.3,159.6
221.5,156.4
231.4,155.8
241.3,158.1
248.4,164.9
200.2,172.2
200.4,181.9
200.6,191.5
200.9,201.5
186.9,212.6
193.2,214.3
199.5,215.8
205.9,214.5
211.5,213.0
159.9,175.9
167.2,171.1
175.6,171.3
182.2,176.9
175.1,178.2
166.6,178.2
215.2,177.6
222.3,171.8
230.4,172.0
236.6,177.0
231.1,179.0
223.2,178.9
173.0,236.8
183.6,230.9
193.1,228.2
199.0,229.8
205.4,228.5
213.7,231.9
221.7,237.4
213.7,242.4
205.6,244.0
198.7,244.4
192.3,244.0
182.9,242.2
177.0,236.7
192.8,234.1
198.8,234.6
205.4,234.2
218.0,237.4
205.2,236.4
198.6,236.8
192.6,236.4
334.9,131.0
335.2,150.4
337.3,169.8
340.5,188.8
346.2,206.4
356.3,221.5
369.4,232.9
386.0,240.9
404.8,242.8
422.9,240.4
438.1,231.9
450.9,220.4
459.9,206.2
465.0,189.7
467.9,172.3
469.7,154.3
470.2,136.3
346.8,111.9
355.7,102.8
368.0,99.5
380.8,100.9
392.4,105.7
418.6,105.4
430.1,100.6
441.6,99.5
452.5,101.9
460.0,109.8
406.1,123.8
406.2,135.8
406.4,147.6
406.6,159.9
391.7,171.8
398.8,173.9
405.9,175.7
413.2,174.0
419.7,171.7
360.8,128.6
368.4,123.0
378.1,123.3
385.8,129.4
377.6,131.8
367.9,131.8
423.7,129.1
431.6,122.8
441.1,122.7
448.0,128.1
441.8,131.2
432.6,131.3
378.2,200.2
389.0,193.8
398.9,190.6
405.6,192.3
412.6,190.6
422.1,193.8
431.1,199.4
422.3,206.2
413.0,208.7
405.4,209.4
398.2,209.0
388.3,206.8
382.6,200.1
398.8,197.8
405.6,198.1
412.8,197.5
426.8,199.8
412.6,199.7
405.4,200.4
398.5,200.0
