x,y
32.0,116.7
34.1,133.1
37.6,149.3
42.0,164.6
48.6,178.3
58.4,189.7
70.1,198.5
83.1,204.9
97.8,206.0
112.4,203.3
125.4,195.6
137.0,185.3
145.7,172.4
150.6,157.1
152.7,140.8
153.5,124.1
153.2,107.1
39.7,105.5
46.5,97.1
57.2,93.7
68.5,93.9
79.1,96.7
98.8,94.5
109.7,89.8
121.1,88.0
132.4,90.0
140.6,97.1
90.4,108.4
91.1,119.1
91.7,129.7
92.4,140.6
81.3,149.1
87.2,150.7
93.3,152.0
99.4,149.9
104.9,147.7
53.5,113.8
59.8,108.8
68.1,108.3
75.2,113.5
68.2,115.6
59.8,116.4
106.3,111.0
112.8,104.5
121.0,103.9
128.0,107.9
122.4,111.2
114.3,112.0
72.5,169.6
80.8,165.8
88.5,163.5
94.0,164.7
100.2,162.8
108.7,164.3
117.6,166.4
109.3,173.1
101.3,175.9
94.6,176.8
88.6,176.6
80.8,174.6
76.0,169.6
88.7,168.3
94.3,168.6
100.7,167.5
114.0,167.1
100.5,168.7
94.1,169.7
88.4,169.4
