x,y
708.7,524.3
707.3,552.3
709.1,580.1
712.5,605.9
720.9,628.5
733.6,646.6
747.3,660.4
764.2,667.2
785.0,668.7
807.2,666.4
827.0,655.4
844.2,638.7
854.6,617.4
861.2,593.5
866.2,571.8
869.4,551.2
869.7,531.6
729.2,483.5
742.8,472.9
758.6,469.2
773.2,472.4
785.5,481.3
817.3,486.2
829.9,484.6
843.3,486.4
855.8,492.5
862.4,504.8
802.4,502.9
801.1,513.7
800.3,524.3
799.5,535.7
778.1,554.4
786.8,556.3
795.4,558.8
804.2,558.3
812.0,557.8
745.6,503.8
756.2,496.2
768.7,498.3
777.4,508.4
766.0,509.5
753.1,508.0
816.9,516.9
828.7,509.7
840.7,511.7
848.0,521.2
840.3,522.4
828.3,520.4
756.3,590.4
770.6,576.4
785.4,570.6
792.8,573.8
801.1,573.3
811.9,581.9
820.8,596.9
809.0,605.3
797.2,606.2
788.3,605.5
779.8,604.1
766.6,599.3
761.1,590.2
784.4,581.3
791.9,582.2
800.3,583.6
815.0,595.8
799.0,595.0
790.4,594.3
782.6,593.0
