x,y
285.5,180.4
284.3,205.4
284.3,231.3
286.4,256.9
295.2,280.9
312.0,301.9
333.9,317.9
359.7,330.3
384.9,333.9
407.9,330.3
428.0,319.9
445.9,306.2
460.5,287.6
469.7,263.7
473.3,237.0
475.0,210.3
475.9,183.6
310.2,167.0
323.2,156.2
339.5,152.9
356.0,154.4
371.2,158.9
406.5,157.6
422.0,153.1
436.5,152.4
451.0,155.9
461.8,165.5
389.0,177.5
389.8,190.7
390.7,203.9
391.5,218.0
369.3,230.1
379.6,233.5
389.8,236.3
399.5,233.1
408.3,230.3
331.3,183.0
342.1,178.3
353.0,178.3
362.1,183.1
352.3,184.9
341.7,184.8
411.9,183.0
422.0,177.7
432.5,177.8
441.6,182.2
433.4,184.1
423.4,184.3
343.9,256.6
363.4,251.1
380.1,249.8
389.9,251.5
401.1,249.6
414.9,251.0
428.2,255.7
415.1,269.0
402.1,274.2
390.3,275.5
379.8,275.0
362.5,270.4
349.6,257.6
379.8,255.9
389.7,256.7
401.0,255.1
423.3,256.7
400.9,265.6
389.4,266.9
379.2,266.3
600.5,246.0
601.4,266.2
604.2,286.4
608.1,305.9
615.0,324.0
626.0,339.1
639.1,350.9
653.7,359.3
670.6,360.6
688.6,357.6
705.6,347.9
721.3,335.2
733.5,319.3
740.9,300.1
744.4,279.8
746.3,259.2
746.4,238.5
604.1,225.5
614.9,218.2
627.8,217.0
640.1,218.6
651.6,222.6
680.1,220.8
692.9,215.4
705.7,212.7
719.2,212.6
731.3,218.7
666.7,236.3
666.1,249.5
665.5,262.8
665.1,276.5
650.7,286.8
658.3,289.4
666.4,291.3
674.8,288.8
682.6,286.2
618.1,241.5
626.4,235.4
637.5,235.4
646.7,242.6
636.7,245.0
625.8,245.3
689.4,240.8
699.2,232.6
710.3,232.0
719.4,237.3
711.5,241.6
700.6,242.3
636.5,310.3
648.2,306.3
659.3,303.9
666.9,305.6
675.8,303.3
688.5,305.3
702.2,308.1
688.8,317.7
676.0,321.9
666.5,323.0
658.1,322.7
647.1,319.4
640.9,311.2
659.2,310.7
667.1,311.3
676.2,310.0
697.2,309.2
675.6,312.0
666.5,313.2
658.5,312.8
