x,y
380.5,388.5
381.3,406.3
383.4,423.9
387.4,440.9
395.2,455.8
407.5,467.9
422.3,476.8
437.9,482.9
454.3,484.1
469.2,480.8
481.5,472.0
493.7,461.5
503.5,449.0
510.2,434.2
514.1,418.9
516.5,403.6
517.2,388.1
395.5,366.5
406.4,358.7
420.0,355.8
434.1,356.9
446.9,361.3
471.5,361.2
483.2,357.8
494.8,357.1
505.9,360.6
512.9,368.8
459.6,377.9
460.2,386.9
460.9,395.6
461.8,404.8
444.8,418.0
451.8,419.6
458.7,421.0
465.3,420.2
471.3,418.9
410.2,381.7
419.3,377.2
429.3,377.3
437.3,383.2
428.8,385.0
418.8,385.0
474.8,383.4
483.1,377.8
492.3,378.3
499.3,383.1
493.0,386.1
483.7,385.9
428.9,445.6
440.6,438.8
451.6,434.7
457.5,436.6
463.7,435.1
472.0,439.8
478.8,446.3
471.2,454.3
462.7,457.4
456.0,457.8
449.2,457.2
438.8,453.7
433.4,445.4
450.9,442.0
457.0,442.6
463.2,442.4
475.0,446.3
462.8,447.3
456.4,447.8
450.1,447.3
1133.1,452.7
1135.0,481.5
1138.3,511.6
1145.2,539.7
1160.0,562.6
1183.7,578.6
1211.6,587.7
1239.0,592.5
1265.0,591.7
1287.5,586.9
1305.1,575.8
1321.2,562.5
1334.6,544.5
1342.7,523.2
1346.4,501.1
1347.5,479.9
1346.6,458.2
1165.0,417.4
1189.1,406.4
1215.0,404.9
1239.3,408.0
1259.6,418.3
1272.3,416.1
1291.0,407.6
1311.5,406.2
1331.5,411.3
1345.1,426.3
1265.2,433.4
1266.2,448.8
1267.7,463.8
1269.4,479.7
1238.0,495.5
1251.2,498.5
1264.3,501.4
1276.1,499.3
1286.3,496.6
1184.8,439.6
1199.9,433.0
1214.8,433.5
1228.0,442.8
1214.1,443.8
1199.0,443.4
1286.5,443.4
1300.8,434.0
1314.2,434.6
1325.6,442.1
1315.2,445.0
1301.7,444.9
1203.5,526.7
1229.1,520.1
1249.7,516.3
1261.2,518.8
1273.7,516.6
1289.6,520.9
1304.9,527.2
1288.8,538.8
1273.7,544.1
1260.4,545.3
1247.6,544.6
1227.0,540.3
1210.4,527.8
1249.3,524.4
1261.1,525.4
1273.8,524.2
1298.2,527.9
1273.6,532.1
1260.6,533.4
1248.5,533.0
299.1,295.8
297.9,313.6
298.4,331.8
300.0,349.2
304.2,365.0
311.9,378.3
321.9,388.6
335.0,395.2
351.0,397.1
366.8,396.0
380.1,389.3
391.3,378.9
399.8,365.7
405.4,350.5
409.1,334.9
411.9,319.2
413.1,303.7
309.6,276.8
318.8,269.2
330.2,267.0
341.2,268.3
350.9,272.7
371.0,273.9
381.9,270.9
392.5,271.4
402.5,275.3
408.5,283.9
360.3,285.9
359.4,296.4
358.5,306.8
357.7,317.7
342.5,326.9
349.0,329.2
355.8,331.5
363.0,330.3
369.4,328.9
320.0,288.9
327.3,284.2
335.8,285.0
342.5,290.8
334.8,291.6
326.3,291.2
374.7,293.2
383.0,288.2
391.2,289.0
396.9,294.3
391.2,295.8
383.1,295.1
326.4,350.7
337.1,344.7
347.6,342.4
354.3,344.5
362.0,343.6
371.4,347.4
379.6,354.0
370.4,361.5
360.6,363.9
352.3,363.9
344.8,362.9
334.9,359.3
330.2,351.2
346.9,348.4
353.9,349.3
361.6,349.4
375.8,354.2
361.0,355.6
353.1,355.8
346.0,354.8
889.5,438.4
889.2,457.9
890.3,477.2
892.9,495.6
899.7,511.5
910.7,524.7
923.7,534.5
937.8,541.1
953.9,543.0
969.8,540.3
983.8,531.5
996.3,520.7
1005.3,507.6
1011.1,492.7
1014.9,477.7
1017.8,463.3
1019.3,448.9
904.1,421.5
913.1,412.1
925.8,408.3
939.0,410.1
950.8,415.9
975.0,418.3
986.5,416.0
997.9,416.7
1008.3,421.5
1013.5,431.0
962.9,434.1
962.1,444.2
961.5,454.0
961.1,464.3
944.4,473.6
951.5,475.9
958.6,478.4
965.7,477.2
972.0,475.7
919.3,434.2
927.6,430.5
936.4,431.5
943.0,437.6
935.2,438.3
926.3,437.5
976.5,441.1
984.9,436.6
993.5,437.7
999.7,442.8
993.4,444.4
984.9,443.6
927.7,495.9
939.2,490.7
950.4,488.6
957.0,490.8
964.4,489.8
973.4,493.6
981.0,499.6
972.0,508.2
962.8,511.4
955.0,511.7
947.6,510.7
937.1,506.1
931.4,496.3
949.9,494.8
956.6,495.9
964.1,495.8
977.0,499.8
963.5,502.7
955.9,503.1
949.0,502.1
193.2,289.6
192.2,301.1
192.2,312.8
193.2,324.2
196.4,334.9
202.4,344.2
210.6,351.7
220.5,357.5
231.8,359.8
242.9,359.3
252.6,355.2
261.5,349.2
268.5,341.1
273.4,331.0
276.6,319.9
278.8,308.6
280.2,297.3
203.4,277.0
209.7,272.2
217.5,271.0
225.3,272.3
232.2,275.5
248.1,276.7
255.7,274.9
263.1,275.2
269.9,277.9
274.3,283.4
239.5,285.7
239.1,292.4
238.7,298.9
238.2,305.7
228.0,312.2
232.3,313.8
236.8,315.3
241.3,314.7
245.5,313.9
211.5,286.1
216.8,283.4
222.5,284.0
227.0,287.9
221.9,288.5
216.1,288.0
250.0,290.1
255.3,286.9
260.9,287.6
265.0,291.1
260.9,292.1
255.4,291.6
217.5,327.9
224.8,324.1
231.7,322.7
235.8,324.2
240.6,323.6
246.6,326.4
251.7,330.9
245.8,335.6
239.7,337.0
234.5,337.0
229.9,336.2
223.5,333.6
220.2,328.2
231.1,326.9
235.4,327.5
240.2,327.6
249.2,330.8
239.8,331.5
234.9,331.5
230.5,330.7
