x,y
1612.4,387.6
1612.8,408.5
1616.1,429.0
1623.4,448.9
1633.4,468.5
1646.8,486.7
1662.3,503.0
1677.6,518.0
1696.8,521.4
1718.7,515.8
1741.5,502.5
1763.5,486.3
1782.4,466.0
1794.1,441.2
1797.5,413.6
1798.6,385.6
1798.5,357.4
1606.4,360.6
1611.9,349.8
1621.8,345.7
1632.9,343.8
1644.2,346.1
1676.9,337.5
1694.7,326.5
1714.1,321.8
1733.8,323.3
1751.3,330.8
1662.1,364.8
1661.5,380.1
1660.6,395.4
1659.8,411.2
1652.3,425.4
1660.6,427.7
1669.8,428.9
1680.7,423.4
1691.3,418.9
1622.6,378.6
1629.4,370.0
1640.3,368.1
1651.3,374.0
1641.0,377.4
1630.5,379.5
1697.0,363.7
1706.2,352.5
1718.5,349.8
1731.0,353.9
1720.8,359.2
1708.9,362.3
1651.0,454.4
1655.7,447.4
1666.0,443.5
1675.8,443.7
1688.0,439.2
1711.3,437.2
1736.7,438.2
1720.0,462.9
1699.3,476.8
1685.9,481.0
1674.8,481.7
1662.2,474.2
1656.5,455.0
1668.0,450.7
1678.0,450.1
1690.2,446.3
1731.8,440.9
1696.1,465.6
1683.3,469.5
1672.8,469.8
1194.7,385.8
1189.8,414.3
1187.5,443.5
1188.2,472.0
1196.4,500.5
1211.5,526.3
1228.0,547.9
1246.7,566.3
1269.4,574.5
1293.0,574.1
1314.8,560.9
1335.6,544.0
1354.3,524.3
1369.0,501.9
1379.4,478.2
1387.1,453.9
1392.7,429.1
1225.7,374.2
1244.5,369.1
1264.1,371.1
1281.9,378.0
1297.4,387.7
1333.2,394.9
1349.8,392.7
1365.2,393.7
1379.8,398.1
1388.4,408.2
1313.3,409.6
1311.1,428.5
1309.1,447.4
1307.0,466.8
1278.3,471.0
1288.4,477.6
1298.5,483.4
1309.5,482.2
1319.1,479.7
1242.6,396.9
1255.5,393.2
1268.7,396.1
1277.6,405.7
1265.6,406.1
1252.5,403.4
1334.7,417.6
1347.2,412.4
1359.4,415.3
1367.0,423.2
1357.8,425.3
1346.1,422.6
1246.0,495.7
1266.0,496.7
1282.6,499.1
1291.2,503.4
1301.8,503.0
1313.8,506.8
1324.4,511.5
1309.8,522.5
1295.9,525.8
1285.1,525.0
1275.2,521.7
1260.7,512.5
1251.9,498.5
1280.4,506.2
1289.6,509.2
1300.0,509.7
1318.9,512.0
1298.7,514.0
1288.1,513.7
1278.8,510.7
716.5,509.3
715.2,545.6
716.7,582.1
722.3,616.2
736.9,645.8
760.7,669.3
788.6,686.8
820.3,700.1
850.6,702.7
875.5,695.0
891.2,672.3
906.9,647.2
921.5,620.0
933.8,592.1
940.8,566.6
940.5,541.6
937.3,516.9
777.0,462.5
800.2,454.6
821.9,453.3
843.5,458.0
862.3,468.2
908.8,470.8
919.9,465.3
931.5,463.3
942.9,463.9
951.0,472.2
886.8,495.8
890.0,519.6
894.0,543.1
897.9,566.9
855.7,574.6
871.0,581.1
884.9,587.0
896.5,582.6
904.9,577.0
799.2,494.2
816.1,486.7
831.5,488.8
842.0,500.5
829.4,501.6
814.4,499.7
900.2,504.7
913.5,495.0
926.7,495.3
934.1,504.6
927.5,507.9
915.1,507.5
796.9,599.6
831.1,596.4
862.3,598.1
874.3,601.5
885.8,598.9
896.8,599.8
901.9,603.6
891.8,630.7
880.0,643.4
867.8,645.6
854.0,643.6
825.8,630.1
802.9,602.3
860.4,606.4
872.9,608.3
884.3,606.7
896.6,606.4
880.1,629.1
868.3,631.7
855.4,630.1
207.3,679.1
212.9,725.8
221.9,772.6
231.5,816.2
247.7,855.9
274.5,887.0
306.8,910.2
350.7,926.3
389.4,926.7
415.1,915.2
429.7,888.5
444.2,856.0
460.9,820.7
475.3,780.5
480.9,739.6
481.5,697.2
478.8,654.9
247.1,649.2
277.1,633.7
308.3,629.8
338.1,629.8
367.1,633.9
430.8,623.9
446.7,614.4
462.7,608.8
477.7,605.2
488.4,613.0
401.3,661.8
409.1,690.6
417.2,719.3
425.2,748.7
375.8,764.2
396.1,769.2
414.8,773.1
428.6,764.9
438.8,756.1
287.0,679.3
306.9,665.7
329.2,663.6
347.4,675.7
329.3,682.3
307.1,684.4
420.4,664.0
434.4,646.6
452.8,643.3
466.0,651.7
457.4,661.0
440.1,664.5
319.1,810.9
355.7,797.3
389.2,791.4
406.1,793.1
421.8,786.3
435.1,786.5
443.2,792.1
436.0,824.7
423.4,842.1
405.2,847.8
387.1,849.1
353.4,839.6
328.8,811.6
388.2,802.5
405.4,802.0
421.3,797.0
436.9,796.2
419.8,820.8
403.2,827.3
385.2,828.4
