x,y
722.0,1036.4
718.5,1061.4
717.6,1086.9
719.8,1111.7
728.8,1134.7
743.2,1154.8
761.8,1171.3
784.3,1183.3
806.1,1186.7
824.9,1182.3
838.7,1167.2
852.0,1148.9
861.4,1129.1
868.7,1108.6
874.2,1089.3
878.0,1070.6
879.4,1051.6
762.1,1014.2
777.6,1005.9
794.9,1004.2
811.3,1008.3
824.5,1016.2
848.5,1020.1
859.9,1017.8
870.4,1018.8
878.9,1024.5
880.8,1035.3
835.5,1036.5
836.7,1051.2
838.2,1065.8
839.6,1080.8
813.1,1089.4
821.8,1093.4
829.9,1097.3
837.3,1096.1
842.9,1093.8
780.5,1032.2
791.0,1027.3
801.4,1029.2
807.5,1037.6
799.4,1038.3
789.0,1036.7
844.2,1043.6
853.8,1038.1
862.5,1039.8
866.5,1046.8
861.7,1048.7
853.4,1047.2
785.4,1118.1
802.9,1112.0
817.4,1110.8
824.4,1114.0
831.7,1113.1
837.7,1117.4
839.5,1125.0
833.5,1136.5
825.8,1140.2
818.4,1140.2
810.3,1138.3
798.2,1131.8
790.1,1118.7
815.5,1117.7
822.8,1119.4
829.7,1119.6
836.1,1125.1
827.2,1129.8
820.0,1130.3
812.6,1128.6
